id	myErr	umfErr	ratio	myElaps	umfElaps	ratio	mynnz	umfnnz	ratio	myflop	umfflop	ratio
834	5.92872e-11	2.83218e-15	20933.4	46.8612	1.08595	43.1525	1.05668e+07	6.94946e+06	1.52053	4.35859e+09	3.64651e+09	1.19528	Pass
818	0.0207979	0	Inf	4.45692	0.038217	116.621	879733	167178	5.26225	8.21904e+07	0	Inf	Fail
584	2.05759e-07	6.5026e-12	31642.6	36.4581	1.74125	20.9378	7.45323e+06	9.50112e+06	0.784458	3.35293e+09	8.66662e+09	0.386878	Pass
574	9.21415e-13	3.39885e-13	2.71096	15.5746	0.333405	46.7139	2.78992e+06	1.05157e+06	2.6531	7.93577e+08	1.79148e+08	4.42972	Pass
1365	7.23947e-09	2.6507e-14	273116	62.4104	2.49812	24.983	1.29217e+07	1.16738e+07	1.1069	2.10261e+10	2.12913e+10	0.987543	Pass
1299	3.54425e-09	5.26649e-10	6.72981	89.7858	5.76176	15.5831	2.0261e+07	3.15267e+07	0.642662	2.20566e+10	5.10646e+10	0.431935	Pass
364	7.46677e-14	8.06321e-16	92.6029	2.79937	0.285541	9.80374	100121	46093	2.17215	866603	622801	1.39146	Pass
1564	1.52085e-08	1.91054e-14	796034	58.2073	0.11833	491.907	7.66272e+06	245324	31.2351	3.98276e+09	4.77414e+06	834.235	Pass
289	4.6513e-09	2.46557e-15	1.8865e+06	13.8364	0.353673	39.1221	3.362e+06	1.90537e+06	1.76449	7.37969e+08	2.77655e+08	2.65787	Pass
1204	4.09476e-10	5.597e-16	731599	9.37767	0.124686	75.2103	2.4362e+06	971065	2.50879	3.81589e+08	7.98736e+07	4.77742	Pass
832	2.58459e-08	2.29054e-15	1.12838e+07	79.6986	1.67572	47.5609	1.88827e+07	1.07318e+07	1.7595	1.75746e+10	9.62535e+09	1.82587	Pass
833	2.38157e-10	4.66636e-15	51037	72.2818	1.69435	42.6604	1.77049e+07	1.05378e+07	1.68013	1.56367e+10	9.07319e+09	1.72339	Pass
1298	9.84927e-10	1.67956e-13	5864.18	1025.06	0.311971	3285.75	2.04069e+08	351191	581.076	1.74107e+12	2.02689e+06	858984	Pass
2820	9.13858e-10	3.18208e-13	2871.89	7.21564	0.100645	71.694	1.90572e+06	753679	2.52855	3.10588e+08	5.88363e+07	5.27884	Pass
1862	3.80399e-10	5.17397e-10	0.735218	50.8058	2.1809	23.2958	1.33603e+07	1.39257e+07	0.959399	9.25732e+09	1.32477e+10	0.698786	Pass
1111	1.31617e-12	4.61996e-17	28488.8	1121.13	0.174292	6432.49	4.84343e+07	357833	135.355	7.64167e+10	1.49732e+06	51035.7	Pass
1109	9.58414e-15	1.8822e-14	0.509198	941.281	0.205923	4571.04	1.94145e+07	429530	45.1994	1.51736e+10	1.09503e+07	1385.69	Pass
1569	1.57554e-09	9.21298e-13	1710.13	59.7833	0.282608	211.541	1.0751e+07	865461	12.4223	1.11431e+10	1.59052e+08	70.0597	Pass
1941	3.68514e-11	2.83823e-15	12983.9	3.08945	0.148447	20.8118	404950	344649	1.17496	7.58176e+07	4.71768e+07	1.6071	Pass
764	6.84786e-13	1.03508e-14	66.1577	4.95507	0.517186	9.58083	262048	367149	0.713737	2.88844e+06	1.10825e+07	0.26063	Pass
1371	1.18058e-08	5.12138e-15	2.30519e+06	77.659	0.236844	327.891	4.18374e+06	378942	11.0406	8.53717e+08	4.558e+06	187.301	Pass
2709	1.95461e-10	9.89024e-15	19763.1	230.066	0.146143	1574.25	4.67927e+07	853060	54.8528	1.60981e+11	2.77966e+07	5791.4	Pass
1366	1.42123e-08	1.02355e-14	1.38853e+06	61.3281	2.78166	22.0473	1.64503e+07	1.50474e+07	1.09323	2.96136e+10	3.08768e+10	0.959091	Pass
1854	5.97906e-05	7.08721e-16	8.4364e+10	19.66	0.323624	60.7496	4.74957e+06	2.06402e+06	2.30113	8.88955e+08	2.19751e+08	4.04527	Fail
1571	0.159896	1.51201e-13	1.05751e+12	23.1198	0.270054	85.6117	5.05307e+06	705562	7.16177	1.81196e+09	5.63524e+07	32.1541	Fail
1570	4.49062e-09	1.94156e-13	23128.9	52.0196	0.399741	130.133	1.09756e+07	1.53006e+06	7.17328	1.19644e+10	4.03383e+08	29.6603	Pass
552	2.05086e-07	6.79641e-12	30175.6	34.2084	1.1263	30.3725	7.02766e+06	5.77533e+06	1.21684	4.00655e+09	4.22434e+09	0.948444	Pass
2232	1.57807e-11	2.11089e-14	747.584	3.93265	0.079856	49.2467	747037	243559	3.06717	4.84159e+07	4.87734e+06	9.9267	Pass
2566	0.0001272	7.8112e-10	162843	4.24603	0.11886	35.723	807651	473365	1.70619	1.48267e+07	5.41838e+06	2.73638	Fail
1240	1.831e-08	5.18933e-12	3528.4	12.8586	0.417644	30.7884	3.06148e+06	1.75973e+06	1.73975	4.29239e+08	1.58501e+08	2.70812	Pass
2710	1.62584e-09	9.71242e-15	167398	226.667	0.157459	1439.53	5.57764e+07	857225	65.0663	2.17106e+11	2.64965e+07	8193.76	Pass
1907	5.44962e-13	3.08087e-15	176.886	3.22326	0.179963	17.9107	185747	205495	0.9039	6.31076e+06	1.00641e+07	0.627059	Pass
1255	1.0424e-09	2.9378e-12	354.823	47.3614	0.901732	52.5227	1.2615e+07	5.25658e+06	2.39985	8.02216e+09	2.83274e+09	2.83194	Pass
1566	1.362e-09	5.4291e-12	250.87	60.0055	0.330043	181.811	1.38511e+07	1.20606e+06	11.4845	2.09321e+10	4.78436e+08	43.7512	Pass
2711	3.0042e-10	4.94825e-15	60712.4	220.756	0.174473	1265.27	5.34816e+07	912434	58.6142	2.15168e+11	2.96191e+07	7264.52	Pass
576	1.11757e-12	2.79407e-13	3.9998	21.5914	0.489738	44.0876	3.654e+06	1.54922e+06	2.35861	1.12713e+09	2.90829e+08	3.87557	Pass
2712	1.02148e-09	8.55734e-15	119369	262.77	0.159634	1646.08	6.18595e+07	912846	67.7656	2.55581e+11	2.93231e+07	8716.02	Pass
2269	232.23	1.90232e-12	1.22077e+14	15.9321	0.652453	24.4187	3.84501e+06	3.58725e+06	1.07186	6.88266e+08	9.68431e+08	0.710702	Fail
2713	3.5874e-10	1.98112e-14	18108	263.749	0.167097	1578.42	6.17175e+07	945031	65.3074	2.61126e+11	3.03905e+07	8592.35	Pass
2714	4.44359e-10	1.76765e-14	25138.3	254.022	0.169196	1501.35	6.26458e+07	960465	65.2244	2.71745e+11	3.08926e+07	8796.43	Pass
2715	3.43154e-10	4.8494e-15	70762.2	274.46	0.168249	1631.27	6.45912e+07	949635	68.0169	2.79021e+11	3.00065e+07	9298.69	Pass
2716	2.52236e-10	1.18224e-14	21335.4	268.53	0.174768	1536.49	6.41108e+07	961422	66.6833	2.78481e+11	3.06067e+07	9098.71	Pass
2717	2.33508e-10	6.18811e-15	37735	270.358	0.170102	1589.39	6.47412e+07	964529	67.1221	2.78545e+11	3.07739e+07	9051.34	Pass
284	2.06974e-08	9.37089e-14	220869	7.31475	0.171781	42.5818	1.52197e+06	903384	1.68474	2.7379e+08	8.70398e+07	3.14557	Pass
586	1.5339e-07	8.62586e-12	17782.5	50.6347	3.11429	16.2588	1.06885e+07	1.60922e+07	0.664206	5.10627e+09	1.94577e+10	0.262429	Pass
431	1.01071e-06	5.87428e-16	1.72057e+09	8.04154	0.236223	34.0421	1.81599e+06	1.07906e+06	1.68293	1.30052e+08	4.67508e+07	2.78181	Pass
1309	8.23373e-14	9.74277e-14	0.845112	1.61033	0.085065	18.9306	253839	229953	1.10387	923936	779836	1.18478	Pass
740	2.07367e-12	5.58438e-14	37.1334	4.55026	0.168175	27.0567	865064	739810	1.16931	4.05778e+07	2.93401e+07	1.38301	Pass
2814	4.76635e-09	2.00103e-13	23819.4	11.5034	0.244756	46.9994	2.50144e+06	1.46864e+06	1.70323	6.28402e+08	2.04475e+08	3.07324	Pass
742	1.41431e-11	5.1358e-13	27.5382	5.39894	0.19827	27.2303	1.02726e+06	809820	1.26851	5.78126e+07	3.41293e+07	1.69393	Pass
969	0.319488	3.04144e-13	1.05045e+12	8.44638	0.188472	44.815	1.90866e+06	1.08263e+06	1.76299	2.78982e+08	9.82616e+07	2.83917	Fail
808	7.49363e-11	3.98504e-11	1.88044	18.6205	2.05582	9.05747	4.95399e+06	7.54222e+06	0.656835	3.17311e+09	8.70565e+09	0.364488	Pass
2829	4.66914e-08	2.30824e-16	2.02282e+08	6.08036	0.244114	24.9079	1.13797e+06	542881	2.09616	4.73381e+07	9.15208e+06	5.17239	Pass
1348	7.55386e-08	3.45385e-15	2.18708e+07	113.374	5.00031	22.6735	2.74711e+07	2.57859e+07	1.06535	5.88818e+10	6.07151e+10	0.969804	Pass
1375	8.41721e-09	3.25881e-15	2.58291e+06	82.8649	0.420446	197.088	5.05344e+06	636181	7.9434	7.75769e+08	1.45146e+07	53.4475	Pass
2242	4.62141e-12	1.01783e-14	454.045	4.7899	0.084028	57.0036	416103	284890	1.46057	4.64803e+06	1.99136e+06	2.33409	Pass
886	1.85791e-10	2.67471e-11	6.94622	35.9184	5.18057	6.93329	8.9452e+06	2.049e+07	0.436563	3.60578e+09	1.36628e+10	0.263912	Pass
1293	5.45662e-10	1.38917e-14	39279.8	708.688	0.755734	937.747	1.05378e+08	405046	260.162	5.07983e+11	1.34008e+06	379070	Pass
1319	3.16876e-05	3.20494e-16	9.88711e+10	14.0718	0.278394	50.5464	3.88581e+06	2.21685e+06	1.75285	8.37673e+08	3.12208e+08	2.68306	Fail
415	8.70114e-05	3.61205e-16	2.40892e+11	5.94811	0.082523	72.0782	1.34002e+06	589235	2.27417	9.75247e+07	2.11349e+07	4.61439	Fail
578	1.30506e-12	2.6699e-12	0.488807	23.8694	0.638153	37.4038	4.22811e+06	2.09103e+06	2.02203	1.39162e+09	5.04023e+08	2.76103	Pass
452	5.58364e-17	7.27196e-15	0.00767831	7.2832	0.24559	29.656	1.35106e+06	847255	1.59463	3.67549e+07	1.57107e+07	2.33948	Pass
1428	2.8255e-10	1.06026e-15	266490	64.5992	1.77783	36.336	1.59009e+07	1.22036e+07	1.30296	1.11273e+10	9.89308e+09	1.12476	Pass
588	8.59724e-08	6.57863e-12	13068.4	60.8145	3.39819	17.8961	1.35651e+07	1.89523e+07	0.71575	6.56845e+09	2.06802e+10	0.317621	Pass
1908	4.50855e-14	2.77285e-16	162.596	5.39951	0.226264	23.8638	177610	93846	1.89257	2.76236e+06	2.27171e+06	1.21598	Pass
554	6.06181e-07	1.91972e-11	31576.5	51.0529	1.94722	26.2184	1.11219e+07	9.91817e+06	1.12136	7.26647e+09	9.94352e+09	0.730774	Pass
814	7.65879e-10	4.63599e-16	1.65203e+06	14.1235	0.353575	39.9447	3.4139e+06	2.2676e+06	1.50551	2.2173e+09	1.11449e+09	1.98952	Pass
920	4.69769e-07	1.35941e-11	34556.8	44.9298	1.89749	23.6785	1.0198e+07	1.23394e+07	0.826457	9.83511e+09	1.53405e+10	0.641122	Pass
2199	4.39179e-10	1.82112e-12	241.158	144.413	7.88956	18.3043	3.77201e+07	3.23146e+07	1.16728	1.44831e+11	1.13979e+11	1.27069	Pass
1261	2.29916e-11	4.00175e-11	0.574539	31.1676	2.30659	13.5124	5.67315e+06	4.29164e+06	1.32191	8.06063e+08	2.54422e+09	0.316821	Pass
1576	2.35238e-09	5.49098e-13	4284.08	85.8709	1.16822	73.5059	1.81966e+07	3.80848e+06	4.77791	1.98116e+10	2.12336e+09	9.33028	Pass
1302	1.03874e-07	4.31245e-13	240870	147.236	0.769975	191.222	740911	681723	1.08682	3.8473e+06	3.50493e+06	1.09768	Pass
2538	3.42843e-08	2.0471e-14	1.67477e+06	4.19277	0.17732	23.6452	780916	523188	1.49261	1.9362e+07	8.98837e+06	2.15412	Pass
1358	6.4271e-08	1.76079e-14	3.65012e+06	69.1581	2.86664	24.1252	1.64728e+07	1.54648e+07	1.06518	2.99646e+10	3.223e+10	0.929711	Pass
373	4.59804e-12	4.72955e-14	97.2194	533.159	0.886377	601.504	4.85712e+06	460312	10.5518	2.74245e+09	7.93886e+06	345.447	Pass
744	4.27629e-12	5.75389e-14	74.32	7.08072	0.188378	37.5878	1.43778e+06	1.14973e+06	1.25054	8.9806e+07	5.41287e+07	1.65912	Pass
1577	3.75324e-09	8.87454e-13	4229.22	92.1431	0.988839	93.1831	1.85091e+07	2.72526e+06	6.79168	2.21409e+10	8.12829e+08	27.2393	Pass
2821	1.11026e-09	1.65111e-12	672.434	16.5095	0.236463	69.8186	4.07881e+06	1.6346e+06	2.4953	9.47175e+08	1.60399e+08	5.90511	Pass
350	7.34248e-20	3.50406e-16	0.000209542	12.8156	0.341876	37.4862	3.21767e+06	1.91675e+06	1.67871	1.24295e+09	5.26205e+08	2.3621	Pass
446	8.19668e-09	1.82435e-08	0.449292	12.2881	0.407588	30.1482	3.0248e+06	3.20664e+06	0.943293	5.83184e+08	7.92804e+08	0.735597	Pass
762	2.35359e-11	5.2224e-12	4.50671	17.2663	2.48706	6.94245	2.97857e+06	7.50005e+06	0.397141	3.85349e+08	2.55188e+09	0.151006	Pass
1384	4.99641e-10	1.01774e-11	49.0934	187.632	7.43861	25.224	4.43892e+07	8.13145e+06	5.45895	6.49686e+10	2.86048e+09	22.7125	Pass
1436	1.00669e-12	4.79131e-12	0.210107	9.78605	0.226188	43.2651	2.32178e+06	1.67086e+06	1.38957	2.60651e+08	1.51508e+08	1.72037	Pass
809	1.36967e-10	2.32897e-16	588100	27.9287	0.575095	48.5637	6.74544e+06	2.75698e+06	2.44667	1.23071e+09	3.01069e+08	4.0878	Pass
1413	2.22599e-07	6.6962e-15	3.32426e+07	95.1842	0.611198	155.734	1.55683e+07	1.94709e+06	7.9957	1.15972e+10	2.75129e+08	42.1517	Pass
448	4.63408e-08	1.04868e-13	441897	18.2802	0.527705	34.641	4.63705e+06	2.85898e+06	1.62193	1.44298e+09	5.4941e+08	2.62642	Pass
283	5.42025e-09	5.82915e-14	92985.2	23.9793	0.760373	31.5362	5.11682e+06	3.63735e+06	1.40675	3.15697e+09	1.95079e+09	1.6183	Pass
590	1.12207e-07	9.76471e-12	11491	74.2355	4.71713	15.7374	1.64314e+07	2.66327e+07	0.616965	8.02904e+09	3.2645e+10	0.24595	Pass
379	7.47209	1.24006e-15	6.02559e+15	77.5731	0.721095	107.577	1.86664e+07	4.30109e+06	4.33991	2.42819e+10	2.19409e+09	11.0669	Fail
1292	5.04684e-11	1.47538e-14	3420.7	1289.47	1.31089	983.657	5.37307e+07	692704	77.5666	6.1186e+10	3.28117e+06	18647.6	Pass
1304	1.17804e-05	2.44671e-11	481481	40.3074	1.75366	22.9847	9.7128e+06	9.59834e+06	1.01192	4.55561e+09	8.90432e+09	0.511618	Fail
927	7.46093e-09	4.79414e-16	1.55626e+07	64.4232	1.45725	44.2086	1.57643e+07	8.35171e+06	1.88755	1.30162e+10	6.28399e+09	2.07132	Pass
1291	1.17457e-10	2.08765e-14	5626.29	1575.82	1.4433	1091.82	6.14767e+07	721414	85.2169	7.17796e+10	3.63088e+06	19769.2	Pass
1578	6.50374e-09	2.98854e-13	21762.3	84.2872	0.676421	124.608	1.59996e+07	1.99571e+06	8.01699	1.54674e+10	4.16795e+08	37.1105	Pass
1572	6.05805e-09	7.4065e-14	81793.7	243.847	0.395355	616.78	4.71608e+07	761455	61.9351	8.51647e+10	6.80444e+07	1251.61	Pass
541	2.04789e-11	2.23435e-16	91654.8	9.94423	0.426939	23.2919	1.89721e+06	982513	1.93098	5.05062e+07	1.22043e+07	4.13841	Pass
842	0.503165	1.00708e-15	4.99628e+14	14.0151	0.250511	55.946	3.30267e+06	1.53699e+06	2.14879	6.05693e+08	1.61419e+08	3.7523	Fail
983	1.33049e-11	7.89785e-14	168.462	195.891	11.2853	17.3581	4.99892e+07	3.83907e+07	1.30212	6.14385e+10	5.6138e+10	1.09442	Pass
1574	5.70683e-09	8.12163e-13	7026.71	94.3444	0.71622	131.725	1.82282e+07	1.55731e+06	11.7049	1.09414e+10	2.1309e+08	51.3466	Pass
1869	3.68695e-10	1.1575e-15	318526	169.594	0.609484	278.259	4.97309e+07	1.3954e+06	35.6391	4.98541e+10	1.69276e+08	294.515	Pass
746	3.08347e-12	6.06901e-14	50.8068	9.42332	0.244999	38.4627	1.75584e+06	1.4532e+06	1.20826	1.07438e+08	6.97646e+07	1.54001	Pass
556	7.83827e-06	1.51697e-11	516707	68.2319	2.46171	27.7173	1.4967e+07	1.32165e+07	1.13245	1.0447e+10	1.25779e+10	0.830582	Pass
970	1.1254	1.13697e-13	9.89825e+12	20.6176	0.389957	52.8715	4.95719e+06	2.89126e+06	1.71454	1.12111e+09	4.56941e+08	2.45352	Fail
445	1.73784e-09	3.54149e-10	4.90708	23.4729	0.455378	51.5459	5.95489e+06	3.06918e+06	1.94022	1.9852e+09	4.17116e+08	4.75935	Pass
1573	3.48705e-06	5.39523e-12	646320	87.826	1.68544	52.1088	1.97883e+07	5.06637e+06	3.90582	1.65002e+10	1.23994e+09	13.3072	Pass
766	1.12212e-16	2.08086e-16	0.539258	2.66797	0.121969	21.8742	463477	444254	1.04327	1.11206e+07	1.01798e+07	1.09242	Pass
771	1.18663e-16	2.34566e-16	0.505884	2.62467	0.108629	24.1618	463483	444256	1.04328	1.11208e+07	1.01799e+07	1.09243	Pass
772	1.03279e-16	2.06351e-16	0.500503	2.58958	0.138339	18.7191	463483	444256	1.04328	1.11208e+07	1.01799e+07	1.09243	Pass
773	1.77146e-14	2.06352e-16	85.8465	2.65411	0.083853	31.6519	470984	445214	1.05788	1.14504e+07	1.0223e+07	1.12006	Pass
592	5.54163e-07	9.64954e-12	57428.9	88.6197	7.99023	11.091	1.93133e+07	4.11483e+07	0.469359	9.56808e+09	7.409e+10	0.129141	Pass
1389	8.09861e-11	2.36811e-12	34.1987	74.3679	0.79387	93.6777	1.52502e+07	2.30388e+06	6.61936	2.18941e+10	7.71875e+08	28.3649	Pass
774	9.84414e-15	1.96244e-16	50.1628	2.78598	0.084795	32.8554	470384	445436	1.05601	1.14195e+07	1.02594e+07	1.11307	Pass
1220	2.7338e-08	1.90413e-11	1435.72	179.393	6.17972	29.0293	4.68894e+07	1.74585e+07	2.68577	1.0086e+11	2.68608e+10	3.75493	Pass
1575	2.27174e-07	9.52999e-14	2.38378e+06	612.552	0.522453	1172.45	1.03831e+08	713938	145.435	2.37087e+11	2.8104e+07	8436.05	Pass
775	1.05272e-14	1.76766e-16	59.5545	2.61153	0.074898	34.8679	498054	453260	1.09883	1.27825e+07	1.06276e+07	1.20276	Pass
2567	0.0120349	0.0607251	0.198186	7.78007	0.267239	29.1128	1.61175e+06	962042	1.67535	2.94911e+07	1.11957e+07	2.63415	Pass
879	2.17454e-09	6.93844e-10	3.13406	122.026	85.1741	1.43267	2.99308e+07	1.4905e+08	0.200811	1.90959e+10	2.24499e+11	0.0850601	Pass
1405	1.9427e-12	1.877e-16	10350	6.38988	0.478328	13.3588	1.08363e+06	472558	2.29312	5.36619e+07	1.08206e+07	4.95925	Pass
1306	9.84129e-07	3.9214e-11	25096.4	200.718	22.3041	8.99914	5.87456e+07	8.81327e+07	0.666559	8.25462e+10	2.61967e+11	0.315102	Pass
1237	1.15241e-10	3.38624e-11	3.40321	152.018	3.29036	46.201	3.88182e+07	1.61012e+07	2.41088	4.31006e+10	1.81142e+10	2.37938	Pass
1851	2.56445e-09	5.86161e-16	4.375e+06	46.9228	1.29804	36.1491	1.13761e+07	8.0102e+06	1.4202	5.1046e+09	3.41755e+09	1.49364	Pass
2335	1.06509e-06	3.38178e-13	3.14949e+06	18.5358	0.358416	51.7159	4.77639e+06	2.87273e+06	1.66267	1.58225e+09	6.53003e+08	2.42304	Pass
1224	1.1139e-08	5.45966e-13	20402.4	190.704	1.50926	126.356	4.08381e+07	5.54101e+06	7.37015	7.10044e+10	3.23364e+09	21.958	Pass
1300	2.77125e-07	1.21161e-11	22872.4	59.3755	2.36323	25.1247	1.52904e+07	1.51134e+07	1.01171	5.08308e+09	5.63793e+09	0.901587	Pass
2811	0.000246454	1.51671e-11	1.62493e+07	94.7531	3.25306	29.1274	2.54414e+07	1.78366e+07	1.42636	1.88667e+10	1.40496e+10	1.34287	Fail
954	2.27144e-08	1.72369e-13	131778	25.8211	0.350763	73.6141	4.64238e+06	2.35105e+06	1.9746	9.28387e+08	3.20525e+08	2.89646	Pass
1316	1.8449e-08	3.30422e-12	5583.45	112.27	0.560348	200.358	1.93496e+07	1.84995e+06	10.4595	1.20156e+10	1.72365e+08	69.7105	Pass
776	9.61242e-15	2.48883e-16	38.6223	2.8928	0.099477	29.0801	560132	508498	1.10154	1.6262e+07	1.34173e+07	1.21202	Pass
435	7.62518e-11	3.64449e-12	20.9225	23.7253	0.421528	56.2841	6.20722e+06	2.55354e+06	2.43082	2.73056e+09	4.19446e+08	6.50993	Pass
885	2.85869e-09	5.9842e-10	4.77706	116.632	116.827	0.998327	3.0553e+07	1.82996e+08	0.16696	1.63319e+10	3.43295e+11	0.047574	Pass
290	2.57824e-09	2.17088e-15	1.18765e+06	47.9341	1.53347	31.2587	1.1957e+07	4.401e+06	2.71689	3.1239e+09	5.62552e+08	5.55309	Pass
2536	1.39485e-08	6.9804e-13	19982.3	4.97458	0.277458	17.9291	968584	733685	1.32016	1.50559e+07	9.60766e+06	1.56707	Pass
777	2.49658e-14	2.518e-16	99.1494	3.54105	0.091908	38.5282	582912	543852	1.07182	1.74656e+07	1.53515e+07	1.13771	Pass
558	1.85595e-06	8.43282e-12	220087	89.4104	3.95543	22.6045	1.91155e+07	2.16815e+07	0.881649	1.51602e+10	3.00528e+10	0.504451	Pass
1222	7.1282e-09	1.24816e-12	5710.97	229.328	2.20498	104.005	5.15213e+07	7.22916e+06	7.12688	1.17513e+11	6.30956e+09	18.6246	Pass
291	6.87047e-06	6.0367e-15	1.13812e+09	57.732	1.27812	45.1695	1.4682e+07	8.31791e+06	1.7651	6.14097e+09	2.67591e+09	2.29491	Pass
1345	3.5174e-12	3.12328e-13	11.2619	1921.91	5.96651	322.116	1.08322e+08	729577	148.472	2.43612e+11	3.08784e+06	78894	Pass
894	2.27728e-13	1.11022e-16	2051.19	4.35176	0.29557	14.7233	543264	492564	1.10293	902471	724881	1.24499	Pass
778	5.66482e-14	1.02052e-15	55.5092	3.54001	0.115506	30.6478	614176	556910	1.10283	1.94687e+07	1.60982e+07	1.20937	Pass
1381	2.33996e-14	3.18396e-16	73.4922	5.55811	0.335622	16.5606	479850	343868	1.39545	5.53885e+06	2.26116e+06	2.44956	Pass
1333	7.94232e-06	8.65693e-13	9.17452e+06	15.6857	0.757758	20.7002	2.59343e+06	2.31094e+06	1.12224	5.32635e+08	5.54553e+08	0.960476	Pass
951	6.67523e-09	3.44197e-13	19393.6	277.018	1.09069	253.983	5.54339e+07	3.10896e+06	17.8304	1.25799e+11	1.15177e+09	109.222	Pass
1305	2.11987e-06	9.17028e-11	23116.8	379.854	45.0318	8.43526	1.08943e+08	1.90507e+08	0.571857	2.20397e+11	7.75899e+11	0.284054	Pass
1210	1.6722e-10	1.89715e-15	88143.1	78.2481	3.92559	19.9328	1.97861e+07	2.35016e+07	0.841902	1.59296e+10	3.25284e+10	0.489714	Pass
542	4.86573e-11	1.5812e-15	30772.4	44.9885	0.469962	95.728	8.36423e+06	625230	13.3778	3.22808e+09	2.30214e+06	1402.21	Pass
1335	9.14288e-07	8.79229e-13	1.03987e+06	15.9931	0.720227	22.2057	3.02176e+06	2.44509e+06	1.23585	7.56513e+08	6.18899e+08	1.22235	Pass
952	1.22979e-08	4.65039e-14	264448	153.759	0.722085	212.938	2.16906e+07	1.09629e+06	19.7855	1.59769e+10	2.5575e+07	624.708	Pass
779	2.19428e-14	4.52795e-16	48.4608	3.82634	0.124807	30.658	653203	601328	1.08627	2.20758e+07	1.87805e+07	1.17546	Pass
236	3.40857e-11	3.121e-12	10.9214	37.7357	1.58594	23.7938	9.15075e+06	6.71065e+06	1.36362	1.74918e+10	1.02499e+10	1.70653	Pass
235	2.39504e-06	1.52382e-13	1.57174e+07	35.5232	1.81933	19.5255	9.38628e+06	7.45885e+06	1.25841	1.84997e+10	1.24148e+10	1.49013	Pass
1263	5.28309e-09	3.67563e-11	143.733	47.5627	5.53025	8.60046	1.06092e+07	2.12088e+07	0.500226	1.92979e+09	6.23287e+09	0.309615	Pass
1221	6.34972e-09	2.48483e-11	255.54	337.889	3.10679	108.758	7.83712e+07	6.75846e+06	11.596	2.68132e+11	5.09559e+09	52.6205	Pass
899	3.20885e-10	3.4567e-10	0.9283	31.6023	0.706515	44.7299	7.78485e+06	3.76938e+06	2.06529	1.96395e+09	5.18608e+08	3.78697	Pass
1445	4.91759e-13	6.15313e-16	799.202	42.0295	0.721912	58.2197	1.05046e+07	3.38645e+06	3.10196	1.87367e+09	2.83116e+08	6.61802	Pass
1372	8.1209e-09	4.39294e-15	1.84863e+06	128.105	0.800098	160.112	1.16082e+07	1.52957e+06	7.58918	1.63319e+09	3.49192e+07	46.7704	Pass
1246	3.61311e-07	8.75236e-10	412.815	57.3079	1.46603	39.0907	1.46928e+07	1.00512e+07	1.46179	3.96187e+09	2.51762e+09	1.57366	Pass
949	2.01936e-08	3.09763e-11	651.905	429.883	73.7167	5.83156	9.36327e+07	6.95619e+07	1.34603	3.09617e+11	1.47751e+11	2.09553	Pass
2822	1.943e-09	6.12663e-12	317.14	33.3794	0.895311	37.2824	8.06836e+06	3.8017e+06	2.1223	2.03705e+09	5.17461e+08	3.93663	Pass
560	7.60559e-06	2.74537e-11	277034	92.4084	3.80897	24.2607	2.3316e+07	2.23233e+07	1.04447	2.00505e+10	2.57354e+10	0.779101	Pass
1225	6.31745e-06	5.86343e-13	1.07743e+07	380.474	9.06589	41.9677	9.16849e+07	1.74688e+07	5.2485	2.81092e+11	3.0271e+10	9.28585	Pass
921	1.23546e-07	1.46781e-12	84170	123.975	5.50067	22.5382	2.99375e+07	2.84599e+07	1.05192	5.33777e+10	5.77693e+10	0.92398	Pass
1307	1.78528e-06	1.15815e-10	15415	524.432	90.3559	5.80407	1.55662e+08	3.03236e+08	0.513336	3.94134e+11	1.52194e+12	0.258969	Pass
1416	6.98492e-10	2.33731e-15	298844	160.677	2.45631	65.414	3.97519e+07	4.27184e+06	9.30558	3.15371e+10	2.18747e+09	14.4172	Pass
780	4.97289e-14	8.98681e-15	5.53354	3.67764	0.114823	32.0287	710585	646476	1.09917	2.61021e+07	2.17069e+07	1.20248	Pass
55	6.28914e-13	4.42482e-14	14.2133	20.4563	6.90729	2.96155	1.50701e+06	3.94952e+06	0.381568	1.16287e+08	8.90137e+08	0.13064	Pass
2657	9.91227e-09	1.23916e-13	79991.6	11.9728	0.644961	18.5637	2.6057e+06	1.5047e+06	1.73171	1.52832e+08	5.62182e+07	2.71855	Pass
753	3.33433e-11	6.84054e-12	4.87437	72.0555	2.83244	25.4393	1.17492e+07	5.06406e+06	2.32011	1.6537e+09	1.40581e+09	1.17633	Pass
956	2.28575e+08	1.30951e-13	1.7455e+21	154.34	7.24804	21.294	2.76387e+07	2.99971e+07	0.921381	2.90252e+10	5.17998e+10	0.560334	Fail
1369	1.34803e-07	2.82327e-12	47747.3	2856.19	49.7956	57.3583	4.69916e+08	2.4383e+07	19.2723	3.55662e+12	3.60233e+10	98.7309	Pass
1374	1.39486e-08	1.70743e-12	8169.31	2945.01	51.4639	57.2248	4.93925e+08	2.48221e+07	19.8986	4.03498e+12	3.72569e+10	108.301	Pass
2221	1.18583e-07	3.64734e-13	325122	111.682	2.7951	39.9563	2.45486e+07	1.28103e+07	1.91632	6.85105e+10	1.27628e+10	5.36798	Pass
2233	1.57807e-11	2.00705e-14	786.263	9.19325	0.233426	39.384	1.2868e+06	707907	1.81776	4.95634e+07	1.39621e+07	3.54986	Pass
