id	myErr	matlabErr	ratio	myElaps	matlabElaps	ratio	mynnz	matlabnnz	ratio	myflop	matlabflop	ratio
449	1.38778e-17	2.77556e-17	0.5	0.096807	0.238895	0.405228	21	19	1.10526	20	18	1.11111	Pass
185	7.77156e-16	0	Inf	0.049359	0.017854	2.76459	36	27	1.33333	100	51	1.96078	Pass
186	1.05471e-15	0	Inf	0.046844	0.000369	126.949	52	40	1.3	152	78	1.94872	Pass
1199	5.72042e-14	3.03577e-17	1884.34	0.044322	0.000355	124.851	154	130	1.18462	351	186	1.8871	Pass
13	3.10862e-15	2.77556e-17	112	0.047842	0.001769	27.0447	187	149	1.25503	330	221	1.49321	Pass
464	1.40025e-15	1.83187e-15	0.764382	0.047091	0.000453	103.954	240	206	1.16505	430	319	1.34796	Pass
97	3.88578e-16	8.32667e-17	4.66667	0.047556	0.000356	133.584	130	102	1.27451	316	157	2.01274	Pass
14	1.66533e-15	8.32667e-17	20	0.036089	0.000255	141.525	247	183	1.34973	453	225	2.01333	Pass
1177	3.05311e-16	8.32667e-17	3.66667	0.037427	0.00025	149.708	119	102	1.16667	247	234	1.05556	Pass
232	8.40055e-09	4.44333e-16	1.8906e+07	0.035227	0.000276	127.634	314	260	1.20769	1481	947	1.56389	Pass
103	2.33147e-15	4.996e-16	4.66667	0.035848	0.000289	124.042	326	261	1.24904	730	457	1.59737	Pass
133	2.08167e-17	3.46945e-18	6	0.040948	0.000442	92.6425	262	216	1.21296	267	157	1.70064	Pass
462	1.02524e-17	6.66134e-16	0.015391	0.034017	0.000381	89.2835	394	325	1.21231	804	503	1.59841	Pass
129	2.35922e-16	2.08167e-17	11.3333	0.030236	0.000328	92.1829	352	315	1.11746	894	709	1.26093	Pass
274	0	0	NaN	0.04202	0.000507	82.8797	285	205	1.39024	502	330	1.52121	Pass
109	4.21885e-15	2.77556e-17	152	0.043376	0.000441	98.3583	355	243	1.46091	1129	448	2.52009	Pass
262	4.56033e-14	7.77156e-16	58.6797	0.042142	0.000512	82.3086	918	586	1.56655	6703	2363	2.83665	Pass
861	1.21431e-16	8.89046e-17	1.36585	0.044393	0.0004	110.983	504	503	1.00199	999	999	1	Pass
172	5.34298e-15	3.70528e-16	14.4199	0.039933	0.000384	103.992	478	374	1.27807	1996	1198	1.66611	Pass
132	8.32667e-17	5.20417e-17	1.6	0.046567	0.000509	91.4872	365	272	1.34191	644	365	1.76438	Pass
296	9.61806e-19	6.16911e-17	0.0155907	0.043895	0.000518	84.7394	692	514	1.3463	4100	2266	1.80936	Pass
264	3.33414e-15	1.17165e-17	284.568	0.047177	0.000365	129.252	516	388	1.3299	610	185	3.2973	Pass
106	7.11792e-14	4.11129e-15	17.3131	0.048055	0.000537	89.4879	1360	667	2.03898	15516	3795	4.08854	Pass
318	5.01821e-13	1.80045e-17	27871.9	0.043548	0.000377	115.512	638	398	1.60302	1319	546	2.41575	Pass
173	5.55112e-16	0	Inf	0.042675	0.000272	156.893	425	411	1.03406	120	63	1.90476	Pass
263	2.54725e-11	4.996e-16	50985.8	0.042483	0.000562	75.5925	684	498	1.37349	1751	574	3.05052	Pass
293	1.61047e-13	2.15106e-16	748.688	0.046754	0.000531	88.049	988	582	1.69759	9473	2697	3.51242	Pass
15	3.10862e-15	2.25514e-17	137.846	0.045232	0.000843	53.656	600	512	1.17188	1187	781	1.51985	Pass
334	3.71196e-14	5.44009e-15	6.82334	0.047532	0.000856	55.528	1972	1565	1.26006	20271	11579	1.75067	Pass
265	4.0018e-11	4.44089e-16	90112.5	0.047155	0.000545	86.5229	774	589	1.31409	1629	608	2.67928	Pass
11	6.92224e-14	2.92127e-15	23.696	0.046759	0.000807	57.9418	1009	813	1.24108	6106	4116	1.48348	Pass
188	3.80111e-12	1.72879e-15	2198.71	0.047894	0.000597	80.2245	1342	994	1.3501	10545	5673	1.8588	Pass
136	7.04992e-14	1.22402e-14	5.75964	0.036671	0.000495	74.0828	931	689	1.35123	5292	2683	1.97242	Pass
102	1.249e-15	1.07553e-16	11.6129	0.042149	0.000496	84.9778	407	315	1.29206	1217	1036	1.17471	Pass
171	2.33147e-15	9.86624e-18	236.308	0.038023	0.000442	86.0249	905	644	1.40528	1599	526	3.03992	Pass
2194	0	0	NaN	0.064881	0.000179	362.464	593	592	1.00169	0	0	NaN	Pass
158	6.8695e-16	3.98986e-17	17.2174	0.045281	0.000827	54.7533	913	605	1.50909	2715	824	3.2949	Pass
273	1.06581e-14	1.11022e-16	96	0.112755	0.001423	79.2375	1196	956	1.25105	2908	1423	2.04357	Pass
1326	7.28086e-12	4.996e-16	14573.4	0.051333	0.000768	66.8398	2551	937	2.72252	57028	3241	17.5958	Pass
108	2.35922e-16	7.63278e-17	3.09091	0.047774	0.000819	58.3321	994	882	1.12698	4242	3814	1.11222	Pass
298	1.44773e-13	5.88451e-17	2460.24	0.044207	0.000496	89.127	1139	994	1.14588	2560	1983	1.29097	Pass
1195	9.84014e-15	1.11239e-16	88.4593	0.056883	0.000793	71.7314	2590	755	3.43046	46719	1636	28.5568	Pass
118	1.49852e-13	5.0307e-16	297.876	0.05144	0.001409	36.5082	1868	1091	1.71219	9138	1977	4.62215	Pass
2417	1.47451e-16	4.94396e-17	2.98246	0.050511	0.001416	35.6716	1653	1437	1.15031	5538	3957	1.39955	Pass
1325	3.43203e-14	3.78762e-16	90.6117	0.041413	0.000838	49.4189	1901	1363	1.39472	13030	4934	2.64086	Pass
2734	4.59221e-09	6.42056e-15	715235	0.050893	0.000835	60.9497	3485	2389	1.45877	72448	33455	2.16554	Pass
253	2.38419e-07	3.72966e-17	6.39251e+09	0.043287	0.000355	121.935	487	333	1.46246	1149	581	1.97762	Pass
313	9.56322e-16	1.06991e-15	0.893836	0.057825	0.001179	49.0458	3331	2832	1.1762	34508	24490	1.40906	Pass
2416	0	0	NaN	0.051716	0.001569	32.9611	1875	1637	1.14539	6694	4653	1.43864	Pass
306	3.6169e-16	8.32667e-17	4.34375	0.043409	0.000519	83.6397	1043	992	1.05141	4992	4436	1.12534	Pass
1943	6.07014e-14	1.00614e-16	603.31	0.037553	0.000632	59.4193	1155	723	1.59751	11230	2825	3.97522	Pass
323	4.56715e-13	1.52656e-16	2991.8	0.067039	0.001573	42.6186	5050	3371	1.49807	74764	32543	2.29739	Pass
141	7.86971e-08	3.47988e-16	2.26149e+08	0.076521	0.001231	62.1617	4528	1637	2.76604	106993	7585	14.1059	Pass
1630	1.50413e-12	1.04066e-14	144.536	0.071638	0.001504	47.6316	6192	3730	1.66005	120414	45215	2.66314	Pass
239	1.34111e-07	1.11038e-16	1.2078e+09	0.06767	0.001366	49.5388	5340	3578	1.49245	80678	34486	2.33944	Pass
113	0	1.1189e-16	0	0.049474	0.001276	38.7727	1210	1066	1.13508	3397	3621	0.938139	Pass
2338	2.9237e-12	5.85469e-17	49937.7	0.04783	0.000485	98.6186	1926	1194	1.61307	41515	16438	2.52555	Pass
316	8.98587e-16	2.95373e-17	30.4222	0.072724	0.000853	85.2567	2388	1993	1.19819	5554	3979	1.39583	Pass
6	2.61423e-15	1.38778e-17	188.375	0.081285	0.000685	118.664	9159	1071	8.55182	503241	4115	122.294	Pass
93	8.67362e-16	1.22298e-16	7.0922	0.051705	0.001047	49.384	947	768	1.23307	2508	3120	0.803846	Pass
175	9.66935e-14	1.94289e-16	497.679	0.055816	0.000836	66.7656	1921	1645	1.16778	7698	3955	1.9464	Pass
174	7.49401e-16	8.0231e-18	93.4054	0.05764	0.000513	112.359	1758	1354	1.29838	1887	535	3.5271	Pass
94	1.06859e-15	1.04083e-16	10.2667	0.057079	0.001213	47.0561	2243	2042	1.09843	12823	12679	1.01136	Pass
1189	2.57794e-15	3.88578e-15	0.663429	0.065361	0.001328	49.2176	4137	1643	2.51795	57542	3487	16.5019	Pass
115	3.46945e-16	7.89299e-17	4.3956	0.045677	0.001194	38.2554	1130	1054	1.07211	2279	2214	1.02936	Pass
119	8.97628e-14	3.88578e-16	231.003	0.049257	0.001722	28.6045	3365	2310	1.45671	28447	12660	2.247	Pass
95	1.12133e-14	1.80411e-16	62.1538	0.056654	0.00195	29.0533	2214	2043	1.0837	10177	9633	1.05647	Pass
215	1.8521e-10	9.21485e-15	20099.1	0.06585	0.001686	39.0569	6162	3913	1.57475	86151	30640	2.81172	Pass
1198	5.79777e-10	2.77935e-16	2.08602e+06	0.124605	0.000908	137.23	10954	1814	6.03859	396162	4273	92.7128	Pass
2559	1.49811e-11	3.14619e-15	4761.66	0.06353	0.001088	58.3915	4946	3227	1.53269	82342	36853	2.23434	Pass
1112	1.28344e-09	3.32284e-17	3.8625e+07	0.054044	0.001733	31.1852	3403	2324	1.46429	15547	5881	2.6436	Pass
16	5.36238e-14	1.80411e-16	297.231	0.214489	0.002365	90.693	2343	1889	1.24034	9733	7767	1.25312	Pass
1169	1.28239e-09	2.71576e-15	472202	0.071573	0.002774	25.8014	3387	2604	1.30069	14669	7698	1.90556	Pass
17	5.02376e-14	2.13718e-15	23.5065	0.062034	0.0027	22.9756	2920	2001	1.45927	9424	3993	2.36013	Pass
117	7.34968e-14	4.85723e-16	151.314	0.056418	0.001659	34.0072	3568	2360	1.51186	32074	12865	2.49312	Pass
247	2.89916e-16	0	Inf	0.354383	0.000338	1048.47	1968	1687	1.16657	670	0	Inf	Pass
249	1.34441e-16	0	Inf	0.373711	0.000342	1092.72	3105	1712	1.81367	4056	0	Inf	Pass
248	3.66027e-16	0	Inf	0.387692	0.000338	1147.02	3359	1726	1.94612	4532	0	Inf	Pass
268	1.63725e-11	2.46095e-17	665291	0.065584	0.001238	52.9758	3480	2088	1.66667	19648	3696	5.31602	Pass
116	2.38638e-13	4.43395e-15	53.8206	0.068389	0.001577	43.3665	5653	3267	1.73033	97182	27708	3.50736	Pass
1641	3.65253e-12	3.18755e-17	114587	0.059104	0.000389	151.938	1747	1746	1.00057	25809	5073	5.08752	Pass
202	4.72129e-13	1.24345e-14	37.9693	0.070561	0.00299	23.599	7158	7761	0.922304	134722	133050	1.01257	Pass
231	3.628e-14	2.64145e-15	13.7349	0.078768	0.00286	27.5413	7335	5438	1.34884	96847	47727	2.02919	Pass
96	1.44329e-14	8.93383e-17	161.553	0.065796	0.002898	22.7039	3414	2454	1.3912	24438	14569	1.6774	Pass
2748	3.04426e-12	1.66212e-14	183.156	0.14117	0.001209	116.766	26386	4637	5.69032	1.98291e+06	56913	34.841	Pass
884	6.66654e-13	5.42309e-14	12.2929	0.084303	0.00668	12.6202	10148	9993	1.01551	288012	301042	0.956717	Pass
335	2.19566e-13	1.11036e-13	1.97743	0.116534	0.002393	48.6979	16418	10887	1.50804	474997	198864	2.38855	Pass
267	3.64997e-12	3.56833e-15	1022.88	0.074488	0.001642	45.3642	6427	3564	1.80331	89048	23193	3.83943	Pass
321	6.40998e-12	1.48677e-17	431136	0.05936	0.001089	54.5087	3040	1996	1.52305	5927	2742	2.16156	Pass
266	1.21473e-11	3.25675e-15	3729.89	0.112731	0.003063	36.8041	16001	9912	1.61431	444820	203079	2.19038	Pass
1639	3.65253e-12	8.34836e-18	437514	0.054436	0.000302	180.252	2235	2196	1.01776	25897	5073	5.10487	Pass
8	2.02505e-13	3.4972e-15	57.9048	0.064802	0.002489	26.0354	5251	4341	1.20963	54440	37144	1.46565	Pass
1864	2.70298e-13	5.69819e-16	474.357	0.169444	0.003007	56.3499	16421	29430	0.557968	93832	156612	0.599137	Pass
2421	2.633e-13	2.04212e-14	12.8935	0.07884	0.002981	26.4475	8696	7425	1.17118	110381	80831	1.36558	Pass
2015	3.49647e-13	3.3723e-15	103.682	0.300419	0.005525	54.3745	26391	14484	1.82208	1.23324e+06	364014	3.3879	Pass
926	2.18055e-12	5.02257e-17	43415.1	0.101905	0.00233	43.7361	11899	6851	1.73683	261174	81426	3.2075	Pass
122	5.54001e-14	2.22045e-16	249.5	0.058484	0.00187	31.2749	4064	3526	1.15258	30293	21152	1.43216	Pass
254	5.32907e-15	0	Inf	0.060071	0.000285	210.775	2693	2454	1.09739	768	0	Inf	Pass
310	2.32516e-13	4.32154e-14	5.38039	0.096908	0.002934	33.0293	14394	9269	1.55292	300696	131614	2.28468	Pass
311	6.53161e-15	2.26388e-16	28.8514	0.11173	0.003043	36.7171	13790	9829	1.40299	289262	158563	1.82427	Pass
121	6.00896e-14	2.22045e-16	270.619	0.098972	0.003796	26.0727	7112	4895	1.45291	93323	39750	2.34775	Pass
100	6.26714e-13	1.66533e-16	3763.29	0.109529	0.002019	54.2491	10095	2976	3.39214	292252	15228	19.1918	Pass
1634	5.56095e-10	2.31898e-14	23980.2	0.144373	0.002511	57.4962	20738	11090	1.86997	652513	217256	3.00343	Pass
149	0.00781584	5.66136e-17	1.38056e+14	0.059548	0.001205	49.4174	3390	3405	0.995595	13613	12818	1.06202	Fail
212	4096	8.60999e-16	4.75727e+18	0.069182	0.001593	43.4288	4987	3198	1.55941	94174	48783	1.93047	Fail
2749	5.28983e-10	8.20605e-15	64462.6	0.301112	0.002881	104.516	59205	5805	10.199	6.46506e+06	58664	110.205	Pass
203	1.56777e-13	5.02376e-14	3.12072	0.088498	0.002993	29.5683	13435	12486	1.07601	295645	270610	1.09251	Pass
929	1.87314e-12	2.09034e-16	8960.94	0.10305	0.002646	38.9456	15055	8663	1.73785	363646	115896	3.13769	Pass
190	4.44746e-09	7.69735e-15	577791	0.141281	0.003391	41.6635	18750	14275	1.31349	655329	371526	1.76388	Pass
269	3.64997e-12	2.38871e-15	1528.01	0.091593	0.002426	37.7547	11103	6299	1.76266	180016	54177	3.32274	Pass
307	2.23357e-16	7.51352e-17	2.97273	0.04656	0.001072	43.4328	2940	2887	1.01836	11498	10923	1.05264	Pass
2718	2.60555e-13	3.40309e-15	76.5643	0.077142	0.002057	37.5022	10752	8024	1.33998	162614	81898	1.98557	Pass
295	2.91013e-17	8.95009e-17	0.325152	0.083909	0.002299	36.498	10574	7314	1.44572	164775	79174	2.08118	Pass
98	1.93824e-13	2.94903e-15	65.7247	0.091958	0.002431	37.8272	8705	4157	2.09406	153740	42059	3.65534	Pass
1627	1.18256e-06	2.22045e-16	5.32576e+09	0.076333	0.004248	17.9692	5495	5313	1.03426	24054	22359	1.07581	Pass
124	4.50751e-14	3.70537e-15	12.1648	0.067876	0.002802	24.2241	4372	5061	0.863861	26179	43329	0.604191	Pass
255	2.01754e-13	8.1532e-16	247.454	0.064795	0.000999	64.8599	5102	3721	1.37114	32332	9743	3.31849	Pass
99	5.11237e-13	7.82707e-15	65.3165	0.105963	0.002661	39.8207	13095	6145	2.131	406190	89529	4.53697	Pass
824	1.45664e-13	7.4943e-15	19.4366	0.08729	0.002751	31.7303	9872	6799	1.45198	249359	120008	2.07785	Pass
126	1.13798e-14	1.8735e-16	60.7407	0.063547	0.002668	23.8182	4310	3791	1.1369	15043	13647	1.10229	Pass
256	5.03757e-14	9.63639e-16	52.2765	0.066985	0.001205	55.5892	5619	4084	1.37586	44182	14460	3.05546	Pass
2560	2.4016e-10	5.24754e-15	45766.3	0.08743	0.001971	44.3582	11214	7533	1.48865	193879	97631	1.98583	Pass
123	3.63721e-13	1.79093e-14	20.3091	0.096521	0.003136	30.7784	13054	8679	1.50409	305536	156801	1.94856	Pass
82	6.8176e-17	0	Inf	0.188538	0.000426	442.577	4473	3276	1.36538	3632	0	Inf	Pass
257	2.12387e-13	1.36154e-15	155.99	0.0849	0.001926	44.081	6916	4864	1.42188	82404	31008	2.65751	Pass
328	3.77469e-07	5.874e-17	6.42609e+09	0.103403	0.004898	21.1113	6248	5954	1.04938	25526	23059	1.10699	Pass
234	4.47277e-09	1.30104e-16	3.43783e+07	0.093858	0.002158	43.493	10689	8798	1.21494	126821	88264	1.43684	Pass
2691	4.68635e-12	4.60336e-15	1018.03	0.301466	0.002305	130.788	34384	8803	3.90594	2.64497e+06	107943	24.5034	Pass
114	2.82413e-15	2.11636e-16	13.3443	0.07498	0.003061	24.4953	2642	2044	1.29256	13799	10400	1.32683	Pass
128	5.85712e-14	7.21645e-16	81.1635	0.073372	0.00362	20.2685	4970	4178	1.18956	32125	21958	1.46302	Pass
270	3.64264e-12	3.9141e-17	93064.6	0.078135	0.003017	25.8982	6462	4689	1.37812	21335	9149	2.33195	Pass
1637	3.65253e-12	2.83248e-18	1.28952e+06	0.080051	0.000554	144.496	3585	3546	1.011	25897	5073	5.10487	Pass
125	1.31796e-13	7.35523e-16	179.186	0.096097	0.005237	18.3496	10454	11416	0.915732	140694	216930	0.648569	Pass
2429	8.86093e-13	1.64914e-15	537.305	0.134667	0.005736	23.4775	18830	10376	1.81476	444356	99868	4.44943	Pass
292	1.82183e-12	2.04562e-16	8906.03	0.106584	0.002743	38.8567	12793	8234	1.55368	222404	98002	2.26938	Pass
240	1.00673e-14	4.26881e-16	23.5833	0.219563	0.003758	58.4255	36473	18178	2.00644	1.91081e+06	474470	4.02724	Pass
251	2.8732e-07	1.86484e-16	1.54072e+09	0.123375	0.002245	54.9555	15345	7126	2.15338	696054	133364	5.2192	Pass
245	3.43585e-14	2.24213e-16	153.241	0.147027	0.003693	39.8123	24727	14094	1.75443	789833	249213	3.16931	Pass
87	1.36248e-13	1.92717e-17	7069.84	0.236111	0.001323	178.466	8014	4094	1.9575	33916	2216	15.3051	Pass
101	1.23373e-12	1.84713e-14	66.7916	0.157683	0.005525	28.5399	23092	18961	1.21787	1.10955e+06	584464	1.89841	Pass
308	1.66533e-16	7.34005e-17	2.26883	0.07325	0.002126	34.4544	3964	3911	1.01355	13162	12587	1.04568	Pass
204	9.85047e-13	2.69743e-13	3.6518	0.14964	0.005406	27.6804	23410	23650	0.989852	701818	540055	1.29953	Pass
2750	1.58051e-07	9.77531e-15	1.61684e+07	0.473557	0.002845	166.452	81030	8559	9.46723	1.02233e+07	97254	105.12	Pass
280	1.62485e-09	6.01949e-15	269931	0.159194	0.004485	35.4948	24997	15420	1.62108	560309	193780	2.89147	Pass
319	1.91003e-11	3.32271e-17	574841	0.081339	0.001972	41.247	6040	3998	1.51076	11677	5496	2.12464	Pass
88	1.43455e-13	5.60533e-17	2559.27	0.253277	0.001763	143.663	22575	4822	4.68167	608839	6485	93.8842	Pass
216	3.40048e-10	1.53991e-14	22082.3	0.157176	0.004705	33.4062	24081	17457	1.37945	558024	330295	1.68947	Pass
89	6.23136e-13	7.77156e-16	801.816	0.296877	0.002065	143.766	24420	5194	4.70158	612813	7853	78.0355	Pass
450	1.59599e-12	6.38378e-16	2500.08	0.093431	0.004091	22.8382	8857	6778	1.30673	42565	25237	1.68661	Pass
451	1.50716e-17	8.03394e-16	0.01876	0.105047	0.004829	21.7534	9878	7088	1.39362	54914	26011	2.11118	Pass
145	7.34036e-14	1.66533e-16	440.774	0.125629	0.003111	40.3822	15204	12920	1.17678	253693	173166	1.46503	Pass
406	6.11433e-15	5.7109e-15	1.07064	0.125709	0.00267	47.082	15075	11121	1.35554	597699	334467	1.78702	Pass
